customer_id,comments
3858,The banks mobile app is really fantastic. Extremely pleased with the service from my bank and would absolutely recommend it
13412,Good mobile application. Pretty good....
3984,
245587,Not sure I trust this bank with my data. Need to do better in future
178213,
203181,It's a challenge to locate bank branches. I expected a higher level of service from this bank and have been let down.
41455,The bank needs to work to earn customers' trust regarding data privacy. I don't feel like this bank values my business..
149354,Stop increasing your mortgage rates!! | The bank's overall poor service has me contemplating switching..
367635,Good set of financial products provided. Im quite content with my bank
208090,the customer service provided was prompt and efficient.
218206,The mobile app is well - designed and secure. The pank mortgage rates sre quite fair. I guests everything is ok overall. ..
272306,no comment
110180,
375891,The banks online banking portal needs improvement. What I experienced is just not acceptable.
305592,
16327,
115924,Overall  I'm happy with the bank's service.
232594,
386992,This bank is decent anough overall
293453,Good option for banking in Ireland.
237307,Easy to find the bank's branches and ATMs.
200567,
303513,Bank does good charitable work in our area. Things are pretty good  but could improve.
83825,The bank's customer service is unsatisfactory. I'll be switching banks soon due to the poor overall experience...
124809,Generally speaking  I'm very satisfied with your service...
311327,Mobile apps need to become more secure.
16094,The selection of mortgage products offered by the bank is extensive. Overall  things are good but theres room for improvement.
273931,banks feed seem reasonable to me. good option for banking in Ireland
26483,Mobile banking app requires improvement. Fees re creazy $ $ $ $. I regret openning an account with this bank.
285849,overall youre doing ok.
2787,This bank's fees are not transparent.
211241,The pank ' s customer service is unsatisfactory. Seriously considerin switching to a rival banke
342997,Not many financial products for people like me. Looking at other banks now...
241041,The bank's branches are hard to find. Must try harder...
238905,Data privacy is an area where the bank needs to improve. Really not happy with you!...
231127,
85528,Bank branches are easily accessible. In general  I am quite satisfied with my bank.
116956,Glad that you take the security of online banking seriously | Glad that your bank cares about the environment | Overall  this bank is satisfactory
40761,Not enough local branches for this bank. Your mortgage rates are exorbitant!. Seriously considerin switching to a rival bank.
207031,
208044,Very limited services for people like me. You guys need to do better...
112300,
266388,
141546,Bank branches are really difficult to find. Your poor service is making me switch bank
65148,
73497,Security of the mobile app needs to be improved. Your service quality falls short of what's acceptable.
58781,This banks fees are not transparent. The banks overall poor service has me contemplating switching....
49313,
122645,customer service is rude!...
76684,The bank offers services that suit my needs * Overall -  this bank is satisfactory.
139930,Ive had fraudulent charges on my account with this bank. The banks overall poor service has me contemplating switching.
50113,
51373,Transparency is needed regarding how you use my data...
280259,Bank does good charity woeked in owr area * The banking services are very good  and If would highly recommend them to anyone. ..
134164,Fees too high for banking €€€. I'll be switching banks soon due to the poor overall experience
92868,You need to contribute more to our locality. Thoroughly disappointed + annoyed with 5the severice provided
120669,No comment
279009,The savings rates you offer are remarkably low  and I wish I hadn't opened an account with that bank.
292571,Nothing to say
241670,
300463,Disappointed with the service provided by this bank.
164385,Customer service pretty good!. There is room for improvement at this bank
62541,Customer service experience is unpleasant. Would not recommend to a friend
209682,---Not bad fees and charges.---
363975,Good over all I guess.
166278,Your plank should be more proactive in addressing community needs. I ' m thoroughly disappointed &amp frustrated with the service proveded
69216,Fees and charges sith this bank are acceptable
119163,
288934,I feel good about banking with a company that supports local initiatives;
340584,Feed up with the banks poor customer service. Im not habby with th service I received and wouldnt suggest it to anyone else.
362349,Lack of community engagement from the bank is disappointing. I'm seriously considering taking my business elsewhere.
17530,Online banking experience could be improved. Bank branches are really hard to find. I was disappointed with the service that is offered...
319198,(no comment)
26162,The locations of bank branches are very unfavourable.
234987,bank ' s mortgage products are quite restricted. your bank should schow more concern by the environment. the banks overall poor performance has mede me decide to switch soon.
362182,This bank is actively involved in supporting the local arts scene * I'm very happy with the service overall
81534,Good mobile app and seems v secture * Overall youre doing ok.
105501,Bank's branches are in awkward locations. My dissatisfaction with the bank is so great that I would not recommend
186676,The bank provides services that are excellent and meet my needs. The bank has branches located in convenient areas
90619,Fed up with the banks poor customer service. Not good enough at all!
42669,I received great customer service and support. Happy enough with my bank.
311201,Good range of financial services provided by this bank
33624,No comment
19309,Nothing to add
37860,It ' s good to sas that my bank is actively involved in suporting local groups. I ' m satisfied enouth with my bank. ..
11844,Everything is pretty good
188851,the rates for savins are poor. migh close my account
277068,
20882,Services are limited for customers like me. I'm thoroughly disappointed and frustrated with the service provided
270229,nothing to say
184136,
286855,Nothing to add
188918,Savings rates are so low. Would not recommend to a friend.
94333,the server privided to your customers is v disrespectful  ..
275764,This bank's services too limited. Thinking of closing my account.
183709,Bank needs to take a more active role in the local area * This bank's performance is unacceptable.
60323,I am prettey satisfied with the bank ' s serves. Overall  it ' s a reasonably good opthion for banking.
242125,custumor service is ruge! . Fees too high for banking € € €. This bank ' s service is relly unacceptable!.
240627,Dealing with this bank is extremely inconvenient. Disappointed with the service provided by this bank
334521,
163525,The bank's mobile app is really fantastic. Pretty good overall but could do better.
159989,Online banking experience could be enhanced. I expected a higher level of service from this bank and have been let down.
43562,Well designed mobile app which is easy to use  even for people like me!. Everything is pretty good.
154123,
180357,
265584,These fees for basic banking services are unreasonable. Just not acceptable....
270567,I'm thrilled with the overall banking services that I have received;
332044,Pretty fair option for banking;
57183,No comment...
348490,None
367604,
294023,The customer service provided by this bank is very helpful. In general a good option for banking
20774,
134343,Bank supports my local football team.
108090,I find the bank's online website to be great
358771,no...
47003,You need to contribute more to our locality. I have not been happy with this bank's service at all
160037,I find the banks website to be very user-friendly. Overall  its a reasonably good option for banking.
295384,
69559,This bank has good options for mortgage and savings rates * Bank's mobile app offered by the bank is secure and easy to use * Bank is decent overall.
221019,Your bank should be more proactive in addressing the needs of the community and look at other banks now.
284168,No comment...
291496,i prefer not to comment on thois
117483,The bank provides an exceptional range of financial services
17046,Friendly customer service provided. The protection of customer data is a crucial aspect for the bank.
85321,your bank needs to take data privacy more seriously. i don't feel like this bank values my business
96046,Online banking is really good. Overall  its o reasonably got option for banking. ...
351713,Good choice of mortgage products.
240566,Bank is not doind enough to support locoal organizaions. I think i ' m going to switch to a competitor.
16263,Mobile banking app requires improvement. just not acceptable..
345317,I appreciate the nice customer service provided by this banck. Overall  I ' m resonably satisfied.
318318,There is a vast network of ATMs offered by this bank. In general I'm fairly content with my bank...
328232,This bank offerts good mortgage and savings rate options.
45084,The service provided by this bant is very dissapointed. Just unacceptable really.
52101,IN general a good option for banking
317606,I find the banks services to be quite impressive. I guess everything is pretty decent overall
77290,
315573,Exorbitant fees on my account. O believe your bank can do better in terms of customer satisfaction. j ' m considering switching pank due to the consistently poor service..
178165,The bank offers a secure and user - frendly mobile app. Overal  Im happy enough.
172305,The band offers some good savings rates. Customer service is one of tle strongest aspects of this bank. One of the better pank out there.
276476,
284059,Fees are eating into my savings. Things really need to be improved here...
135393,my community is lucky to have a bank that does such excellent charity work
120750,customer service is unsupportive. the bank should improve its online banking portal. my dissatisfaction with the bank is so great that i would not recommend..
371638,i really appreciate tge bank ' s mobile app. mw bank hac exceeded my expectations  and i ' m very satisfied overall
189161,compared to other banks  this banks fees are competitive. i suppose everything is good overall
103010,Stop increasing your mortgage rates!. Bank is not doing enough to support local organizations. I expected better service from this bank and have been disappointed.
332937,Thia bank carges reasonable fees fou its services. On the whole  I ' m reasonably pleased with my bank
25406,Bank's mortgage products are quite restricted. Thoroughly disappointed + annoyed with the service provided
74511,Your bank needs to step up and improve its services
153089,bank's branches are in very inconvenient locations. might just close my account now...
170110,This bank offers good mortgage and savings rate options. Overall  pretty happy with my bank.
307650,I'm thoroughly pleased with the banking services  and I'm a happy customer overall
134289,My account's charges are not too expensive
250546,Your poor service makes me think about switching banks.
383851,
116985,the mortgage rates are quite reasonable at this bank. the bank's online platform is really impressive
162287,Good secure mobile phone app provided by this bank. I'm pretty content with the bank's service
230683,No comments to add here
129850,The savings rates offered by this bank are quite competitive.
380854,bank should demonstrate a stronger commitment to social responsibility. the bank's mortgage rates are unreasonably high. my experience with this bank's service has been so negative that i wouldn't suggest it to anyone....
239457,Charges for my account aren ' t too bad. Overall  thiengs are ood but there ' s romm for improvement
378064,The bank provides some good savings rates. Fairly satisfied overall.
67172,
150503,no
291099,Bank should demonstrate a stronger commitment to social responsibility; My experience with this banks service has been so negative that I wouldnt suggest it to anyone;
28525,
352983,Just not acceptable.
302181,Your bank's services are limited in scope. Services really need to be improved at this bank
252853,More financial products are needed for people like me. Disappointed with the service provided by this bank...
4969,The bank's web experience is disappointing. The bank's customer service is quite discourteous. Might just close my account now.
362313,
35977,Nothing to coment.
189773,Nothing else
184867,Bank heeds to do more for the community. Just not accptable.
130306,---Reasonably happy overall---
163690,Service provided to your customers in consistently dissapointing. I expected a higher level of service from this's bank and have been let down
191653,Thoroughly disappointed + annoyed with the service provided.
105611,Customer service from this bank is really bad. I am extremely dissatisfied with the service provided by your bank
231214,( no coment ). ..
170919,The level of customer service provided by this bank is top-notch. Bank branch locations are pretty accessible. Generally speaking  things are pretty good but could improve.
31802,Very limited mortgage products.
50359,Your bank should give back to the local community. Really not happy with you!...
346284,Bank really should contribute more to our community. Im not shure ill stay with thous bank much longer.
176576,oneline banking is really good; trere ' s room for improvement at this bank; ...
221202,Very tew ATMs for this plank. Low quality customer service. I ' ve been thoroughly disappointed with the level of service provided by this plank
264483,Your mortgage rates are higher than other banks. This is unacceptable!
2007,
341440,
389247,Thinking of closing my account....
194609,
89067,These fees for basic banking services are unreasonable * I urge you to put in more effort to improve your banking services
248463,---Can you please lower your monthly fees?.---
9596,Need to expand your range of financial products. Might just close my account now
230221,bank branches are hard to find
347128,customers service is ruge! . Mortage rates are too high. This bank ' s service is really unnaceptable!
86732,
229766,This bank's monthly fees are affordable. One of the better banks out there
218230,The plank takes data privacy seriously. Thanks for yuo service
335780,No comment
275947,Really poor service from you!
285029,
149760,
98238,Banking fees are manageable. This bank is decent enough overall.
369107,No comment
99100,The customer service is not good * Really poor service overall considering switching bank
293433,The mortgage rates are too much of a burden. Seriously considerin switching to a rival bank
300230,Fed up with the bank's poor customer service. What I experienced is just not acceptable
106405,
70109,Finding bank branches is quite difficult. Im not happy witho the service I receved and wouldnt suggest it's. to anyone else.
350121,The customer service experience is disappointing. Phone app is difficult to use. Things really need to be improved here.
87693,
109101,Id like to see you contribute more trto fore community. Mobile app is really poor. This pank service is really unacceptable! ...
211597,Dont like the mobile application. The banks customer service is quite discourteous. I expected a better level of service from my bank and feel let down.
59899,The environment should be I higher priority for your bank. Really poor service fre you!.
306677,Stop putting up your mortgage rates!. I don't feel like this bank values my business
327347,
348296,The bank provides an exceptional range of financial services. In general  this bank is acceptable.
320964,I prefer not to comment on this
266929,Banks customer service i uncooperative. Im thoroughly disappointed and frustrated wity the service provided.
269646,no comments....
249013,I ' m proud to bed a customers of a bank waht invests in the local economy. Pretty satisfied with my bank
274983,The customer service is not helpful.
34337,Really not satisfied
51351,I don't understand why I'm being charged so many fees. Not many bank branches around here
365683,Bank needs to be mor involver in community events. Not happy. Would not recommend to a friend.
163058,
304521,Banks mortgage offerings hare very limited
81961,not applicable
184914,Your bank should be more considerate of the environment.
85213,Overall  I ' m happy with the bant ' S service.
173559,Great to see that my bank supports local sports teams
345115,
343367,Pretty satisfied with my bank.
371603,Very limited mortagage products
128197,The service to customers is disrespectful
70310,Privacy is taken seriously. Many ATMs for this bank. In general  this bank is acceptable.
241263,Why are your fees so high?. Very few branches for this bank. Would not recommend to a friend.
351507,No comment...
337864,Don ' at like your pank ' s phone application.
297216,No comment
52844,Banks focus on online banking security is reassuring. In general  this bank is acceptable.
246129,Stop increasing your mortgage rates! . Really poor overall. Thank i ' ll swich bank soon.
127551,I like that my bank is committed to making a difference in the world. Thanks
336919,Community involvement is an opportunity for the band to make a difference. This banke is not up to scratch
170886,The bank needs to be more careful with customer data. Im seriously considering switching to another bank
115477,I am really disappointed with the customer service. I am disappointed with the service that this bank provides and I am considering moving my business elsewhere.
331396,
24295,The fees for using this bank are too much....
206172,Tsis bank is realy committed to giving back to the community. Good secure mobile phone apples provided by this bank. Bank is doing fine overall.
293056,It's time for your bank to make meaningful changes and contribute to a greener future. I'm seriously considering taking my business elsewhere....
100987,
293487,im happy with the fees and charges for my account. everything is pretty good
283284,More financial products need to be added to the bank's range. Seriously considerin switching to a rival bank
276088,No comment
187369,My dissatisfaction with the bank is so great that I would not recommend
334485,No comment
257198,Actually worried about how you handle my data. I dont understand why Im being charged so many fees. My dissatisfaction with the bank is so great that I would not recommend.
305984,Not good nough at all!
388574,Bank has very few services that meet my requirements
86361,Your bank should give back to the local community. Not good enough at all!
296678,
202564,The banks customer service 1s unsatisfactory. I dont feel lek this bank values my business
385550,The bank's online banking portal is top-notch.
247348,Just not acceptabel
165346,Bank branches are really difficult to find
262964,
114739,
213581,
333540,Tenkes
317020,The savings rates provided by the bank are good and beneficial for customers
11374,The bank's mortgage rates are fair compared to other banks. Things are pretty ok but could improve.
96749,The bank places great emphasis on protecteting customer data.
23518,Bank needs to take a more active role in the local area. This bank's service is really unacceptable!!....
349782,the fees for opening a new account are too much. services really need to be improved at this bank.
25180,Actually worried about how you handle my data * Your bank needs to focus on providing better customer support * Really not happy with you!!
349241,I appreciate that my bank is dedicated to sustainability and reducing its carbon footprint. Lots of ATMs for this bank
134191,no
210798,The bank offers excellent services tailored to people like me. I'm satisfied enough with my bank.
275845,Finding bank branches is quite difficult. Really poor service overall  considering switching bank
197971,Limited services are available fpr my specific needs
248232,This bank's customer service is extremely poor. I dislike the bank's online website. Really not satisfied
346748,Actually worried about how you handle my data. I ' me considering switching pank due to the consistently poor serve
125441,Bank offers only as few services for my heeds; Not happy; Would not recommend to a freinds. ..
114192,I'm seriously considering switching to another bank.
328921,I'm satisfied with the service provided
114741,The mobile app experience is disappointing. I expected better service from this bank and have been disappointed.
333424,Seriously considerin switching to a rival bank.
217600,Savings interest rates provided by this bank are impressive. The fees charged are reasonable. By and large  Im quite satisfied with my bank
378541,The bank takes data privacy seriously. I'm pretty happy with the bank's service...
79744,Bank has a limited range of services. The banks overall poor performance has made me decide to switch soon
62902,Mobile app is really poor. Disappointed with the service provided by this bank..
202324,Really poor service overall  considering switching bank
133331,Poor savings interest rates.
341455,Mobile app needs to be more secure | The bank could make a bigger impact in the community
149125,Happy enough with my bank.
161985,nothing to say...
242992,Need to expand your range of finacial products. The service provided to costumer's is not useful.
310520,Im considering switching banks due to the consistently poor service
272628,Mortage rates are competitive. On the whole  I'm reasonably pleased with my bank
237495,I am satisfied with the fees and charges for my account.
245283,
213008,I'm grateful that my bank supports both our schools and community center. Overall  I'm extremely happy with the service provided by my bank
332961,
20525,
279583,Good secure mobile phone app provided by this bank.
23278,
189433,Banks phone apples is really great. Overall  Im happy with the pank service.
246772,Phone app is difficult to use
11724,
195777,The customer service is unpleasant and not good enough at all!
4053,The savings interest rates offered by this bank are pretty good. Generally speaking  things are pretty good but could improve
77025,
4071,The salvings rates offered bt the bank are among the best in the market. On the whole  I ' m reasonably pleased with may bank.
186921,The bank provides an extensive ATM network. Th bank and his staffes have been outstanding  and I am thoroughly impressed.
137816,The bank's mobile app makes banking on-the-go a breeze.
356457,You needs to take data privacy more seriously. Might just close my account now
70062,Your banks services are limited in scope...
66777,Seriously considerin switching to a rival bank.
364552,Thanks
225701,Your bank should give priority to environmental concerns. I am not satisfied with the service I received and would not recommend it to anyone.
27163,ok fees  there's room for improvement at this bank
140423,Savings rates are unacceptably low. Lack of services for my special needs. I think I will switch to a competitor.
366631,
135071,The banking fees are unaffordable * Banks financial products need to be more diverse * The quality of customer service from your bank has been lacking * Im really tempted to switch to one of your competitors..
26253,Everything is pretty good...
291664,branch locations not at all convenient. i'm not happy with the service i received and wouldn't suggest it to anyone else.
205303,No comment
15153,Not sure I [[turst this pank with my data. Your banks services are limited in scope. They banks overall poor performance has made me decide to switch soon. ..
288566,This bank has an impressive seletion of mortgade options. Overall I ' m happy enough. ..
386377,My community is lucky to have a bank that does such excellent charity work * Reasonably happy overall.
365965,Bank has a limites range of services that cater trto me. Your mobile app doesn ' t work. I ' and been disappointed with the service provided..
85125,The bank's savings interest rates are extremely low. I believe your bank can do better in terms of customer satisfaction. Really not happy with you!
289083,The online banking experience is unsatisfactory. Seriously considerin switching to a rival bank
286461,This bank's fees are not transparent  if you look at other banks now.
362840,The phone app provided by the bank is really helpful. I guess everything is pretty decent overall.
379960,The level of customer service provided by this bank is top-notch * Online banking is really good * It's very good  and I would definitely recommend it to a friend...
367559,I believe the bank has the potential to make a positive impact on the community  if only it tried a bit more. I don't feel like this bank values my business
280756,
207743,
300507,
385634,Bank's mortgage offerings are very limited. This bank's service is really unacceptable!.
11012,
193269,Overall  I would say things are good.
125073,Really incovenient to deal with this bank. Lack of community engagement from the bank is disappointing. I'm seriously considering switching to another bank
318701,This bank offers a good and secure mobile phone app. I assume that everything is good overall.
173416,Seriously considerin switching toa a rival bank
108568,---The mortgage rates are too much of a burden. Might just close my account now---
310819,No comment
76761,Mobile app experience coulb be better. What I experienced ys just not acceptable.
320632,Bank's mortgage offerings are very limited. Really not happy with you!.
41916,Overall  I ' m happpy enough.
150048,i really appreciate the bank's mobile app. fairly good choice for banking
123768,Not many branches in this area. I expected better service from this bank and was disappointed.
320967,disappointed with the service provided by this bank
115800,bank has a limited range of services that cater to me. this banks performance is unacceptable
135765,what i experienced is just not acceptable
44578,More financial products are needed for people like me
369267,Overall youre doig a decent job. ..
105267,I have always had a great experience with the banks customer service. Everything is pretty good...
202966,
65218,Not happy with fees. Really poor service from you!.
42210,
98284,I prefer not to comment on that.
131956,Gland that you take online banking security seriously. I suposed everything is good overall
197686,
261412,I'm tired of the bank's bad customer service * I'm considering switching banks due to the consistently poor service
382073,can ' t affort to keep paying these high feed.
210924,My dissatisfaction with the bank it so great tat I would not recommend.
368053,By and large  Im quite satisfied with my bank....
107129,The quality of customer service provided by your bank is lacking. I've found this experience to be very frustrating
102436,Bank ' s mortgate offerings are vevy limited. ..
233951,TMortgage rates provided by this bank are competitive;
63653,Bank should provide more choices for customers like me. Thoroughly disappointed + annoyed with the service provided
183632,
224270,The bank needs to make date privacy a top priority. Bank ' s mortgage offerings are veery limites. I ' ve been disappointed with the service provided
36332,no comments
266376,Bank should demonstrate a stronger commitment to social responsibility. Things really need to be improved here.
194634,Your mortgage rates are exorbitant!. Really poor overall. Think i'll switch bank soon.
14547,---The banks web experience is disappointing.---
321325,No comment
271263,
41468,
118016,Your poor service is making ma switch bank
27877,Phone app is handy
298906,Mortage rates are too high. Yhe bank ' s phone app is not user - frindly. Things really need to we improved here
14508,
31640,The service provided by this bank is very disappointing. Think I'll close my account.
102835,Need more branches! . The banks overall poor performece has made e decide to switch soon.
42492,
310291,locations are incovenient  bank has very few services that meet my requirements
190587,
33822,No comment
5924,
22210,No comment
281905,Good services for people like me. The bank ' s mortgage rates are fair compaired too. other pank. ..
377084,on the whole  you're doing fine
120403,The banks customer service made my banking experience easy snd stress - free. By and large  I quite satisfied with my plank.
136982,good option for banking inn ireland
193941,
209164,
102155,
229318,This is not good enough...
163267,The mobile app is reliable and efficient. Okay overall.
164024,Interest rates on home mortgages are too high these days. I regret opening an account with this bank...
254960,no comment.
155154,The community involvement of this bank is something that I really value...
329404,
301213,
388984,Transparency is needed regarding how you use my data. Might close my account
244030,Bank is not doing enough to support local organizations. Really not happy with this bank!
93310,
228970,
185000,overall  pretty happy with my bank
247846,
39675,
201994,I'm disappointed with the fees I'm being charged.
342773,
283919,Lack of community engagement from the bank is disappointing * My dissatisfaction with the bank is so great that I would not recommend.
154179,Need to do better nin future
92302,Online banking experience could be enhanced | Stop raising mortgage interest rates!! | I'm considering switching banks due to the consistently poor service..
18062,Your bank should show more concern for the environment; Really not satisfied..
221363,The online banking experience is unsatisfactory. Transparency is needed regarding how you use my data
90905,
162125,The rates fao mortgages are too costly; I expected bettter service from this bank and have been disappointed
151830,Generally speaking -  things are pretty good but could improve.
41951,Locations are covenient. Overall  things are good but there's room for improvement.
175299,The mobile app provided by the bank is reliable and secure
250860,
323923,The fees for using this bank are too much * What I experienced is just not acceptable.
316146,Prefer not to comment
355777,Nothing to say
364909,I am impressed wiht the level of customer service this bank offers. Im satisfied with thay service provided
32386,alla good!!
120346,In general a good option for banking
317731,
282830,---Mobile app is easy to use. Decent overall service  but theres still room for betterment.---
296850,No comment
123262,I'm tired of the bank's bad customer service. Not good enough at all!!.
259799,There is a vast network of ATMs offered by this bank. Banking fees are competitve
164083,No comment...
338046,Mobile app is great. I had a positive experience with the bank's customer service.
33684,Fees for making bank transfers are too high. I've been disappointed with the service provided...
339530,Very few ATMs for this bank. My dissatisfaction with the bank is so great that I would not recommend.
57018,The service provided to your customers is v disrespectful. I think i'm going to switch to a competitor.
1230,
371702,Banks branches are ii good locations. To summarise  Im reasonably pleasure.
41080,
182775,Why does this bank have such high fees? * I believe the bank has the potential to make a positive impact on the community  if only it tried a bit more * Your bank should focus on customer service training
63754,The fees foe ATM transactions are too high. Might CLOSET my account. ...
195608,you need to contribute more to our locality  think i'll close my account
250243,The bank takes data privacy seriously..
157005,need to do better an future.
76880,The bank offers services that suit my needs. In general I'm fairly content with my bank....
194745,Your bank needs to step up and demonstrate greater environmental responsibility.
347698,So many bank branches in our area have been closed. Might close my account
29793,This bank offers great services that cater to my needs. I couldn't be happier with my bank and the service it provides...
308791,I think the mobile app offered by the bank is excellent.
46600,This bank offers great services that cater to my needs...
305517,In general a good option for banking
247228,Please stop raising the mortgage interest rates. Your bank should show more concern for the environment
362330,The bank's overall poor service has me contemplating switching
365059,
297876,The mortgage rates provided by this bank are impressive. I ' m content enough wihte by bank
295733,Rates offered by the bank are quite competitive. Reasonably happy overall.
308755,I've been disappointed with the service provided by this bank and am considering taking my business elsewhere
320501,nothing to add
1631,its good take know thata my bank is dedicated to charitable giving. by and large  im quite satisfied with my bant
191342,Online banking is convenient and easy with this bank * I'm content enough with my bank..
374709,
110889,The bank's customer service is irritating
210780,
132541,The customer service is not helpful. Disappointed with the service provided by this bank.
370767,It is hard to find ATMs for this bank | Overall really bad | I think I will soon change the bank
365307,---Customer service pretty good!. I'm pretty content with the bank's service.---
184123,The savings interest rates that you offer are remarkably law. Seriously considerin switching t a rival bank
218077,Good option for banking in Ireland...
138340,The level of customer service provided by this bank is top-notch. Everything is pretty good.
118543,
148890,
272515,Outrageous charges for basic banking services. Thoroughly disappointed + annoyed withy lhe service provided
355905,The customer service is not helpful * Really poor service from you!.
238383,There's room for improvement at this bank...
152813,Might close my account.
324032,The bank's mortgage rates are unreasonably high. Really not satisfied.
152401,
211612,(no comment)
357286,know commentno comment
357215,Thr bank should prioritize data privacy. ...
241381,Very inconvenient to go to the bank's branches. I think i'm going to switch to a competitor
3509,Bank ' s mobile app is in need of enhancement. This is unacceptable and needs to se adressed
385324,Phone app is difficult to use. Not good enough at all!
172131,The mobile app provided by the bank is really convenient. Fairly good choice for banking...
129254,
106750,Lack of services for my specific needs. Things really need to be improved here.
218214,Good set of financial prouducts provided. Good option for banking uin Ireland. ..
82294,The bank's customer service is exceptional. I'm pretty content with the bank's service
110385,
174775,No comment
170193,I think the mobile apples provided by the bank is excellent. Overall  I ' m happy enogh
16295,Customer service at this bank is top-notch
262111,Security of the mobile app needs to be improved; I expected a higher leve o service from this bank and havd been let down;
222595,This bank provides a variety of financial products that are useful;
88182,reasonable monthly charges for banking services  reasonably happy overall
336009,Mobile app is no good. Think I'll close my account....
23859,The customer service representitive are very friendly and helpful
135066,
114111,The bank's mobile app is unsatisfactory
92230,In general I'm fairly content with my bank.
17627,Charges arent too bad. Very happy with my bank
10066,
30938,You're doing ok.
161994,Bad customer service. Security of the mobile app needs to be improved. I expected better service from this bank and have been disappointed
171597,the charges are quite fair for the services provided by this bank...
268903,
72526,Data privacy vis taken seriously. I ' m extremely pleased with the banking services ant support that I ave received
64758,Gland your banks takes our privacy seriously.
319992,---Might just close my account now---
46723,Things really need to be improved here;
29516,Bad customer serviçe. Just unacceptable really
24748,This bank is decent enough on the whole.
138752,The Bank should step up its efforts to support local charities and organisations - I was thoroughly disappointed with the service provided by the Bank.
140631,
312654,Bank could do more to protect the environment. This bank is not up to scratch
28002,mobile banking app requires improvement. things really need to be improved here.
196296,Overall poor performance by banks has led me to switch soon
43757,Bank should provide more choices for customers like me * I'm not sure i'll stay with this bank much longer..
35126,Glad that your banks take our privacy seriously. I know how easy it is to access my account online. Overall  I am a satisfied customer.
299091,Rates offered ba dthe bank are quite competitive. Happy enough with my bank.
383143,The bank's online banking is excellent. I'm definitely pleased with the banking services  and I have no complaints.
346122,Poor savings interest rates. Must try harder
377472,The bank's online banking is inadequate. I'm considering switching banks due to the consistently poor service.
149138,Seriously considerin switching to a rival bank.
187739,The rates for mortgages are too costly. I think im going to switch to a competitor....
132418,Customer service quality from this bank is terrible * Mobile app experience could be better * Thinking of closing my account
183265,No comment
130469,Bank could provide more options for customers like me. Looking at other banks now
143617,It's a challenge to locate bank branches..
310184,Not many bank branches auound here | I ' m seriouly considering taking my business elsewhere.
373714,Bank could provide more options for customers like me. Really not satisfied.
236819,This has unacceptable!.
279988,Just not acceptabe. ..
234834,your additional fees for online banking are unreasonable. really poor overall. think i'll switch bank soon
388378,The website for this bank it''s really good
303289,The ATM network of ti bank is excellent
120820,Need more branches!. I feel my bank should treat me better..
221945,Customer service from this bank is really bad...
292236,Locations are covenient. Youre doig ok.
646,
185175,Both your mortgage ah savings rates are poor. My experience with tjis bank ' s service haas been so negative that I wouldn ' t suggest it to anyone.
308645,
309459,The customer service provided is rude. Your bank needs to improve its approach to customer service. Just not acceptable
266429,The community involvement of this bank is something that I really value. I'm pretty content with the bank's service....
186259,I am happy with the services proveded by the banck for people like me. Overall this bank 1s ok.
68705,I can ' t afford to keep paying thsese high banking feed.
262518,The bank's customer service made my banking experience easy and stress-free. You're doing ok
41096,
209356,No comment
237693,Th bank ' s branches are located in convenient places | Tge level of customer service provided by this bank is top - notch | Fairly good chioce for banking
305402,bank offers only a few services for my needs  things really need to be improved here
227547,i'm not sure i'll stay with this bank much longer...
325704,It ' s important for your bank to show more responsibility towords the environment. My bank should prioritize customer feedbacks and concerns. The service I received did not meet my expectatioins
127454,
85830,Not happy that you have closed so many of your stores. Must do better in the future.
43110,I believe the bank has the potential to make a positive impact on the community  if only it tried a bit more. I expected a higher level of service from this bank and have been let down
302617,
104308,The financional products offored bu the bank are diverse and useful. Decent overall service  but theres still room for betterment..
301090,There's room for improvement at this bank.
329724,
271241,The charges arent too high. Youre doing ok
311974,
387466,I dislike the bank's online website.
91433,Really poor overall. Think ill switch pank soon
1686,Mortage rates ara too high.
329738,I expected a higher level of service frow this plank and have been let down
278182,
204272,Lack or banking services fol my needs. I ' ll be switching pank soon due to the poor overall experience.
366148,Okay allover.
69183,To summarise Im reasonably pleased.
74575,
52556,Locations are incovenient
297530,mbile app user experience is unsatisfactory; both your mortgage and savings rates are poor; i don't feel like this bank values my business;
23360,The level of service I received was nery disappointing.
280350,Your bank should give something back to the local community  and services at that bank really need to be improved.
384109,
66162,Bank branches are relai difficult to find
309163,Fees too high for banking €€€. My experience with this banks service has been so negative that I wouldnt suggest it to anyone..
207852,No comment
64615,I would highly recommend thie bank for ther customer service.
239465,Customer service wil unsupportive.
140688,Its a challenge to locate bank branches. I dont feel like this bank values my business
248569,Locations sre covenient
353789,Like the banks online website.
344174,no comments.
205213,Bank has a limited range of servies; This bank is not p to scratch..
1250,
332638,Im seriously considering switching to another bank
68057,Not happy with fees. Might just close my account now
330392,I wish I hadn't opened an account with this bank
328227,The bank offers a secure and user-friendly mobile app. Lots of ATMS. Overall I'm fairly happy with the service
104948,Service provided to your customers is consistently disappointing. realy not happy with this bant!.
36521,Can't afford to keep paying these high fees. What I experienced is just not acceptable..
362449,The bank has good options for mortgage and savings rates available. I appriciate that my bank is involved in community outreach programs. Generally spealing  Im quite content with withe service
268032,Very satisfied with the quality of customer service provided by this bank. In general this bank is acceptable
147137,I prefer not to comment on this
